Date;Mkt.RF;SMB;HML;RMW;CMA;Mom;Afkast.RF
20110822;-0,03;-0,01;-0,81;0,57;-0,06;-0,03;0,025812
20110823;3,6;1,15;-0,81;-0,14;-0,62;2,15;3,428485
20110824;1,35;-0,05;0,95;-0,45;0,56;-0,31;-1,312
20110825;-1,67;-0,9;0,54;-0,08;0,04;-0,42;1,556556
20110826;1,74;0,85;-1,06;0,15;-0,56;1,34;1,512159
20110829;3,11;1,55;0,82;-1,17;0,36;0,07;2,828008
20110830;0,32;0,23;-0,77;0,24;-0,08;0,7;-0,2347
20110831;0,42;-0,71;0,26;-0,13;-0,07;-0,34;0,492201
20110901;-1,33;-1,11;-0,76;0,56;-0,18;0,61;-1,18715
20110902;-2,64;-0,86;-0,67;0,58;-0,07;0,41;-2,52819
20110906;-0,71;0,39;-0,64;0,24;-0,16;1,12;-0,74363
20110907;3,06;0,94;0,92;-1,18;0,11;-1,42;2,864646
20110908;-1,18;-0,82;-0,56;0,35;-0,2;0,75;-1,06122
20110909;-2,65;-0,19;0,04;0,21;0,02;0,14;-2,67055
20110912;0,68;0;0,31;-0,37;-0,15;-0,17;0,696568
20110913;1,12;0,74;-0,41;-0,14;-0,1;0,05;0,912008
20110914;1,45;0,4;-0,4;0;-0,19;0,04;1,347975
20110915;1,64;-0,51;0,54;-0,32;0,06;-0,6;1,718713
20110916;0,47;-0,39;-0,35;0,22;-0,15;0,57;0,570668
20110919;-0,99;-0,57;-1,23;1,05;-0,29;1,87;-0,98026
20110920;-0,45;-1,43;0,24;0,23;0,25;0,31;-0,1661
20110921;-2,92;-0,49;-1,23;0,42;-0,34;1,07;-2,93905
20110922;-3,29;0,14;0,46;0,53;0,56;0,3;-3,18832
20110923;0,74;0,69;-0,02;-0,2;0,13;-0,88;0,608201
20110926;2,28;-0,55;1,25;-0,57;0,04;-1,1;2,333624
20110927;1,22;1,02;-0,55;-0,09;-0,16;0,07;-1,06883
20110928;-2,29;-1,68;-0,18;0,72;0;0,35;-2,06912
20110929;0,77;0,66;2,04;-0,83;0,78;-1,81;0,811426
20110930;-2,5;-0,21;-0,08;0,34;0,17;0,7;-2,49741
20111003;-3,18;-1,99;-0,62;1,11;0,07;1,1;-2,8451
20111004;2,68;3,63;0,34;-0,78;-0,22;-1,57;2,248847
20111005;1,92;-0,26;-0,45;-0,52;-0,38;-0,44;1,786556
20111006;1,94;0,29;0,51;-0,39;0,13;-1,05;1,830372
20111007;-0,98;-1,34;-1,34;1,32;0,01;1,78;-0,81633
20111010;3,44;0,55;0,61;-0,45;-0,21;-0,51;3,412494
20111011;0,15;0,65;-0,17;0,01;-0,22;-0,32;-0,0544
20111012;1,07;0,57;0,91;-0,67;0,22;-1,33;0,979474
20111013;-0,21;0,15;-1,21;0,31;-0,32;0,9;-0,29737
20111014;1,72;0,16;-0,37;-0,01;-0,59;0,17;1,738032
20111017;-2,06;-1,31;-0,45;0,63;-0,04;0,89;-1,93699
20111018;2,11;0,73;1,51;-1,36;0,38;-2,07;2,04187
20111019;-1,38;-0,73;0,37;0,32;0,53;0,45;-1,26491
20111020;0,42;-0,23;0,7;-0,26;0,2;-0,45;0,455417
20111021;1,92;0,17;0,01;-0,21;0,04;-0,49;1,880878
20111024;1,59;1,74;-0,39;-0,39;-0,53;-1,35;1,287301
20111025;-2,13;-0,87;-0,33;0,69;0,04;1;-2,00448
20111026;1,12;0,76;0,78;-0,63;0,35;-0,69;1,053659
20111027;3,54;1,46;0,83;-1,54;-0,11;-2,64;3,429147
20111028;-0,01;-0,55;-0,44;-0,15;-0,25;-0,44;0,038923
20111031;-2,5;0,01;-0,8;0,98;0,15;2,24;-2,47376
20111101;-2,86;-0,59;-1,08;0,92;0,02;1,74;-2,79422
20111102;1,72;0,83;1;-0,5;-0,05;-0,88;1,610467
20111103;1,97;0,6;-0,13;-0,13;-0,11;-0,3;1,878181
20111104;-0,53;-0,02;-0,58;0,13;-0,01;-0,1;-0,628
20111107;0,48;-0,69;0,4;0,23;0,4;-0,11;0,629573
20111108;1,21;0,02;0,47;-0,18;-0,13;-0,43;1,17356
20111109;-3,78;-0,84;-0,64;0,94;0,31;1,82;-3,66951
20111110;0,83;0,08;0,57;0,1;0,51;-0,08;0,861606
20111111;1,98;0,52;-0,22;-0,06;-0,18;-0,42;1,948874
20111114;-0,92;-0,51;-0,8;0,42;-0,24;0,84;-0,95502
20111115;0,56;0,86;-0,26;0,13;-0,16;0,39;0,481714
20111116;-1,64;-0,18;-0,18;0,1;0,05;0,29;-1,66162
20111117;-1,65;0,19;0,19;0,24;0,42;1,21;-1,67999
20111118;-0,07;0,12;0,91;0,05;0,64;-0,07;-0,03947
20111121;-1,87;-0,54;-0,07;0,09;-0,06;0,92;-1,86485
20111122;-0,44;-0,33;-0,56;0,14;-0,23;0,93;-0,41409
20111123;-2,29;-0,71;-0,29;0,62;0,17;0,75;-2,20952
20111125;-0,34;-0,98;0,47;-0,24;0,36;-0,04;-0,26855
20111128;3,1;1,57;-0,7;-0,58;-0,54;-0,4;2,924042
20111129;0,18;-0,52;0,17;0,28;0,35;0,53;0,221374
20111130;4,44;1,1;1,09;-1,09;-0,04;-1,88;4,331529
20111201;-0,22;-0,54;-0,65;0,33;-0,19;0,28;0,190864
20111202;0,05;0,53;0,64;-0,34;0,26;-0,53;-0,0241
20111205;1,09;0,29;0,3;-0,64;-0,41;-0,96;1,028707
20111206;0,04;-0,08;0,08;0,07;0,22;0,08;0,110574
20111207;0,16;-0,23;0,73;0,05;0,4;-0,43;0,201832
20111208;-2,23;-0,78;-0,99;0,92;0,01;1,75;-2,11418
20111209;1,83;1,32;0,07;-0,32;-0,21;-0,65;1,688338
20111212;-1,48;0,03;-0,44;0,63;0,27;1,03;-1,49141
20111213;-1,05;-1,03;0,12;0,21;0,11;1,14;-0,8686
20111214;-1,21;-0,28;0,91;-0,17;0,77;0,2;-1,13483
20111215;0,4;0,67;0,12;0,26;0,55;0,31;0,324306
20111216;0,45;0,28;-0,1;0,14;-0,12;0,34;0,321612
20111219;-1,31;-0,49;-0,7;0,7;-0,08;1,81;-1,17328
20111220;3,1;0,83;0,3;-0,7;-0,16;-1,21;2,982536
20111221;0,2;0,02;1,31;-0,23;0,95;-0,1;-0,19496
20111222;0,83;-0,18;0,69;-0,8;-0,07;-1,8;0,826553
20111223;0,84;-0,54;-0,16;0,28;-0,01;0,38;0,903509
20111227;0,04;0,45;-0,52;0,41;-0,25;1,02;0,0079031
20111228;-1,34;-0,72;-0,04;0,18;0,23;0,87;-1,2478
20111229;1,1;0,23;0,24;-0,19;0,08;-0,64;1,070708
20111230;-0,4;-0,08;-0,14;-0,06;0,02;-0,66;-0,42913
20120103;1,5;-0,1;0,87;-0,68;-0,21;-2,62;1,547392
20120104;0;-0,63;0,09;0,28;-0,05;0,12;0,018793
20120105;0,39;0,2;0,14;-0,37;0,07;-0,58;0,294371
20120106;-0,19;-0,04;-0,26;-0,05;-0,04;-0,06;-0,2537
20120109;0,28;0,27;-0,06;-0,2;0,25;-0,34;0,226168
20120110;0,97;0,4;0,4;-0,78;-0,02;-1,13;0,888577
20120111;0,13;0,16;0,35;-0,77;0,22;-1,29;0,030958
20120112;0,31;0,28;0;-0,24;0,06;-0,55;0,233659
20120113;-0,52;-0,23;-0,45;0,64;0,11;1,05;-0,49479
20120117;0,36;-0,13;-0,72;0,57;-0,32;0,77;0,355289
20120118;1,22;0,57;0,15;-0,61;-0,17;-1,72;1,110793
20120119;0,51;-0,14;-0,22;-0,12;-0,25;-1,14;0,493869
20120120;0,03;0,28;0,65;0,02;0,11;-0,61;0,066946
20120123;0,02;-0,21;0,13;0,34;-0,38;-0,45;0,047135
20120124;0;0,75;-0,4;-0,39;-0,24;-0,29;-0,10258
20120125;0,91;0,07;-0,71;0,31;-0,21;-0,08;0,867151
20120126;-0,59;0,21;-0,55;0,2;-0,04;0,26;-0,57464
20120127;0,01;0,84;-0,12;-0,35;-0,17;-0,62;-0,15928
20120130;-0,31;-0,46;-0,3;0,47;0,04;0,74;-0,25222
20120131;-0,05;-0,04;0,02;-0,05;-0,12;0,23;-0,0457
20120201;1,1;1,11;0,36;-0,51;0,31;-0,8;0,889966
20120202;0,17;0,38;-0,05;-0,46;-0,02;-0,52;0,109509
20120203;1,58;0,63;0,33;-0,64;-0,23;-1,47;1,460537
20120206;-0,05;-0,28;-0,2;-0,03;-0,24;-0,28;-0,04238
20120207;0,16;-0,27;-0,09;0,2;0;0,31;0,202331
20120208;0,25;-0,11;0,42;-0,15;0,01;-0,44;0,216028
20120209;0,15;-0,38;-0,38;0,21;0,01;0,27;0,147412
20120210;-0,75;-0,58;-0,1;0,29;0,16;1;-0,68863
20120213;0,75;0,58;-0,06;-0,18;0,01;0,22;0,680004
20120214;-0,09;-0,41;-0,41;0,56;-0,21;0,62;-0,09395
20120215;-0,5;-0,23;0,09;-0,11;0,03;-0,46;-0,53832
20120216;1,27;0,71;0,28;-0,19;-0,15;-0,96;1,102566
20120217;0,16;-0,24;0,5;0,07;0,3;-0,14;0,234897
20120221;-0,05;-0,62;0,37;0,13;-0,33;0,18;0,071994
20120222;-0,39;-0,38;-0,64;0,47;-0,16;0,57;-0,33402
20120223;0,56;0,9;-0,08;-0,4;0,24;-0,15;0,427206
20120224;0,15;-0,47;-0,65;0,18;-0,21;0,16;0,167222
20120227;0,14;-0,14;0,36;0,04;0,1;0,1;0,135458
20120228;0,28;-0,62;-0,14;0,16;-0,04;0,23;0,335627
20120229;-0,55;-1,06;0,2;0,19;0,31;0,68;-0,4737
20120301;0,64;-0,17;0,02;-0,01;-0,08;-0,31;0,61581
20120302;-0,46;-1,26;0;0,11;0,35;0,36;-0,32458
20120305;-0,4;0,46;0,26;0,13;0,38;1,25;-0,38697
20120306;-1,62;-0,35;-0,33;0,5;-0,2;1,11;-1,53702
20120307;0,8;0,31;0,22;-0,32;0,07;-0,46;0,690061
20120308;1,07;0,38;-0,3;-0,13;0,05;-0,14;0,981791
20120309;0,49;0,9;0,15;-0,22;-0,01;-0,39;0,363128
20120312;-0,07;-0,21;-0,03;0,28;0,08;0,79;0,016048
20120313;1,86;0,15;0,89;-0,64;-0,09;-1,21;1,813156
20120314;-0,23;-0,61;-0,22;0,44;0,15;0,39;-0,11963
20120315;0,67;0,3;0,51;-0,54;0,15;-1,17;0,596724
20120316;0,06;-0,27;0,39;-0,46;-0,17;-0,9;0,111935
20120319;0,41;0,5;-0,1;-0,14;-0,35;0,14;0,397388
20120320;-0,39;-0,63;0,31;0,04;0,12;0,13;-0,30005
20120321;-0,1;0,29;-0,4;0,14;0,09;0,3;-0,18712
20120322;-0,74;-0,14;-0,43;0,55;-0,03;1,25;-0,72066
20120323;0,39;0,61;0,32;-0,33;-0,18;-0,52;0,310889
20120326;1,45;0,48;-0,24;0,13;-0,16;0,06;1,388581
20120327;-0,3;-0,38;-0,32;0,07;-0,11;0,5;-0,28168
20120328;-0,51;0;0,42;-0,22;0,38;0,52;-0,49415
20120329;-0,16;-0,05;-0,23;0,19;0,14;0,11;-0,16079
20120330;0,28;-0,69;-0,04;-0,01;0,17;-0,16;0,369848
20120402;0,77;0,34;0,04;0,15;-0,33;-0,02;0,75046
20120403;-0,34;-0,33;-0,32;0,16;0,2;1;-0,39886
20120404;-1,11;-0,6;0,04;0,27;0,35;0,86;-1,02025
20120405;-0,03;-0,11;-0,48;0,23;-0,19;0,94;-0,0629
20120409;-1,21;-0,44;-0,04;0,52;0,17;0,72;-1,13584
20120410;-1,85;-0,44;0,09;0,23;0,08;0,18;-1,70815
20120411;0,85;0,8;0,28;-0,27;0,14;-0,33;0,74489
20120412;1,44;0,08;0,31;-0,48;-0,19;-1,36;1,37794
20120413;-1,25;-0,2;-0,76;0,63;0,1;1,38;-1,2475
20120416;-0,09;0,19;0,85;-0,21;0,47;0;-0,05036
20120417;1,55;0,04;-0,24;-0,1;-0,34;-0,44;1,548661
20120418;-0,43;-0,46;-0,41;0,37;-0,11;0,58;-0,40553
20120419;-0,57;-0,06;0,3;-0,31;0,3;-0,55;-0,59344
20120420;0,11;0,52;-0,08;0,31;0,64;1,09;0,116928
20120423;-0,95;-0,51;0,15;0,06;-0,04;0,1;-0,84075
20120424;0,29;0,27;0,99;-0,63;0,7;-0,61;0,367975
20120425;1,44;0,37;-1,05;0,35;-0,75;0,41;1,364461
20120426;0,75;-0,03;-0,03;-0,18;-0,25;0,01;0,668014
20120427;0,35;0,7;-0,18;0,09;-0,17;0,37;0,241432
20120430;-0,49;-0,63;0,09;-0,11;-0,15;-0,24;-0,38835
20120501;0,48;-0,78;0,39;-0,04;0,03;-0,58;0,565845
20120502;-0,15;0,65;-0,59;0,38;0,28;1,17;-0,24968
20120503;-0,92;-0,64;0,11;0,41;0,34;0,93;-0,76588
20120504;-1,62;-0,19;0,13;0,2;0,17;0,26;-1,61472
20120507;0,04;0,13;0,49;-0,38;0,29;-0,01;0,03506
20120508;-0,41;0,35;0,36;0,1;0,27;0,19;-0,42787
20120509;-0,62;0,16;-0,24;0,08;-0,11;0,1;-0,67023
20120510;0,29;0,1;0,56;-0,08;0,53;0,8;0,251739
20120511;-0,29;0,11;-0,94;-0,02;-0,07;0,57;-0,33874
20120514;-1,14;-0,13;-0,12;0,08;0,09;0,27;-1,11128
20120515;-0,52;0,52;-0,21;0,39;0,02;1,16;-0,57459
20120516;-0,44;-0,18;-0,44;0,66;0,25;0,89;-0,44038
20120517;-1,64;-0,52;0,43;0,06;-0,05;-0,12;-1,50513
20120518;-0,8;-0,2;0,16;0,11;0,38;0,62;-0,73878
20120521;1,69;0,57;-1,18;-0,2;-0,65;-0,65;1,603589
20120522;0;-0,81;0,29;-0,06;0;0,46;-0,04863
20120523;0,26;0,49;-0,27;0;-0,09;-0,42;0,169372
20120524;0,16;0,03;0,2;0,33;0,56;0,76;0,137998
20120525;-0,16;0,25;-0,1;0,17;0,14;-0,54;-0,21656
20120529;1,14;0,18;-0,02;-0,31;-0,05;-0,81;1,10789
20120530;-1,47;-0,31;-0,25;0,57;-0,03;1,23;-1,43348
20120531;-0,23;0,18;0,56;-0,13;0,21;0,2;-0,22767
20120601;-2,6;-0,58;0,21;0,14;0,06;-0,02;-2,46426
20120604;-0,05;0,08;-0,56;0,32;-0,41;0,45;0,010954
20120605;0,68;0,29;0,07;-0,57;-0,06;-0,98;0,572689
20120606;2,32;0,13;0,22;-0,36;-0,13;-1;2,30494
20120607;-0,1;-0,46;0,13;0,04;0,26;0,41;0,010645
20120608;0,85;0,23;0,01;-0,1;0,09;0,37;0,811413
20120611;-1,4;-0,84;-0,05;0,41;0,32;0,97;-1,26201
20120612;1,16;0,14;0,09;-0,32;0;-0,37;1,165074
20120613;-0,77;-0,45;0,36;0,14;0,08;0,31;-0,70232
20120614;1,04;0,22;0,37;-0,09;0,38;0,04;1,081468
20120615;1,07;0,11;-0,06;-0,2;-0,44;-0,79;1,033782
20120618;0,21;0,09;-0,85;0,18;-0,18;0,78;0,14447
20120619;1,09;0,69;0,15;-0,36;-0,32;-1,12;0,981573
20120620;-0,14;-0,09;0,15;0,03;-0,04;-0,41;-0,16863
20120621;-2,26;-0,1;0,12;0,01;0,66;1,3;-2,22617
20120622;0,79;0,64;0,07;-0,31;-0,11;-0,19;0,71746
20120625;-1,62;0,08;-0,14;0,45;0,2;1,14;-1,59548
20120626;0,52;-0,1;-0,06;-0,08;0,04;0,37;0,477271
20120627;0,92;0,4;0,48;-0,54;0,01;-0,94;0,898492
20120628;-0,24;0,18;0,44;0,2;0,51;-0,55;-0,21098
20120629;2,55;0,33;-0,7;-0,25;-0,61;-1,16;2,492024
20120702;0,33;0,7;-0,02;-0,25;0,2;0,83;-0,24593
20120703;0,76;0,72;0,07;0,14;-0,6;-1,3;0,62321
20120705;-0,36;0,45;-0,88;0,58;-0,28;0,65;-0,4687
20120706;-0,99;-0,37;0,36;0,12;0,65;1,12;-0,94327
20120709;-0,23;-0,25;-0,24;0,24;-0,01;1,09;-0,16388
20120710;-0,84;-0,39;0,31;-0,03;0,3;0,97;-0,81259
20120711;-0,08;-0,28;0,74;-0,18;0,09;-0,49;-0,001491
20120712;-0,5;0,15;-0,82;-0,14;0,07;0,87;-0,49871
20120713;1,62;-0,28;0,57;-0,15;0,04;-0,28;1,649735
20120716;-0,31;-0,43;-0,26;0,02;0,01;0,29;-0,23143
20120717;0,67;-0,52;0,24;-0,08;0,18;-0,18;0,740965
20120718;0,71;0,23;-0,79;0,47;-0,7;-0,35;0,66805
20120719;0,27;-0,46;-0,98;0,51;-0,86;-0,38;0,271711
20120720;-1,06;-0,36;0,07;-0,02;0,34;0,26;-1,00617
20120723;-1,02;-0,66;0,2;0,09;0,37;0,5;-0,8909
20120724;-0,99;-0,57;0,26;-0,28;0,1;0,95;-0,9041
20120725;-0,01;0,24;-0,05;-0,46;0,05;-0,13;-0,03138
20120726;1,53;-0,75;0,38;0,14;0,24;-0,67;1,654097
20120727;1,96;0,57;0,08;-0,16;-0,39;-0,96;1,90806
20120730;-0,13;-0,4;0,26;0,2;0,29;0,04;-0,04834
20120731;-0,47;0,03;0,26;0,42;-0,05;-0,05;-0,43168
20120801;-0,5;-1,57;0,29;0,07;0,18;-0,06;-0,30305
20120802;-0,69;0,17;-0,41;-0,03;0,07;1,22;-0,73738
20120803;1,99;0,63;0,56;-0,32;-0,19;-0,75;1,904029
20120806;0,34;0,54;0,08;-0,33;-0,18;-0,89;0,232928
20120807;0,64;0,4;0,07;0,1;-0,49;-1,4;0,510676
20120808;0,09;-0,19;0,59;0,18;0,42;-0,14;0,062083
20120809;0,12;0,35;0,12;-0,24;-0,4;-0,8;0,041363
20120810;0,17;-0,34;-0,02;0,13;0,07;-0,29;0,218848
20120813;-0,14;-0,17;0;-0,05;0,06;0,48;-0,12519
20120814;-0,03;-0,42;-0,05;0,29;0,25;0,74;-0,01282
20120815;0,27;0,72;-0,07;-0,08;-0,1;-0,19;0,113966
20120816;0,75;0,48;-0,17;0,03;-0,21;-0,61;0,710052
20120817;0,27;0,59;0,12;0,03;-0,12;0,08;0,187212
20120820;-0,06;-0,44;0,59;-0,23;0,15;-0,15;-0,002115
20120821;-0,31;0,16;0,4;-0,07;-0,07;-0,57;-0,34976
20120822;0;-0,51;-0,35;-0,2;-0,32;0,38;0,022644
20120823;-0,78;-0,06;-0,35;-0,16;0,1;0,48;-0,80722
20120824;0,61;-0,3;-0,03;-0,13;0,18;0,23;0,64547
20120827;-0,06;0,12;-0,12;0,02;-0,16;0,59;-0,0489
20120828;0,01;0,57;-0,08;-0,02;-0,01;0,08;-0,08083
20120829;0,15;0,27;0,12;-0,16;0,13;0,09;0,084439
20120830;-0,8;-0,44;0;0,01;0,24;0,42;-0,78058
20120831;0,52;-0,06;0;-0,06;-0,33;-0,44;0,507331
20120904;0,08;0,94;-0,16;-0,25;0,1;0,76;-0,11659
20120905;-0,05;-0,05;0,31;-0,14;0,04;-0,42;-0,10677
20120906;2,07;-0,04;0,34;-0,12;0,09;-0,63;2,04355
20120907;0,45;0,12;0,78;0,08;0,05;-1,37;0,404994
20120910;-0,57;0,29;-0,07;0,13;0,37;-0,14;-0,61478
20120911;0,28;0,09;0,54;-0,07;0,18;-0,63;0,313488
20120912;0,27;0,12;0,32;-0,41;0,02;-0,05;0,209269
20120913;1,56;-0,31;0,56;-0,33;0;-0,3;1,63098
20120914;0,54;0,6;0,48;-0,01;-0,4;-1,17;0,395893
20120917;-0,42;-0,3;-0,79;0,22;-0,19;0,82;-0,31246
20120918;-0,15;-0,05;-0,23;-0,08;0,05;0,18;-0,12798
20120919;0,18;-0,14;0,06;-0,15;0,29;0,42;0,118548
20120920;-0,13;-0,44;-0,17;0;0,12;0,19;-0,05407
20120921;0,04;0,46;-0,04;-0,18;0,15;0,24;-0,007533
20120924;-0,26;-0,15;0,33;-0,07;0,45;0,18;-0,22326
20120925;-1,11;-0,38;-0,36;0;0,39;0,63;-1,05018
20120926;-0,57;-0,04;0,03;0,12;0,14;-0,36;-0,57367
20120927;0,99;0,23;-0,15;-0,06;-0,35;0,37;0,964893
20120928;-0,46;-0,3;-0,25;-0,01;0,02;-0,08;-0,44778
20121001;0,26;0,1;0,23;-0,03;0,18;-0,1;0,265154
20121002;0,1;-0,16;0,27;-0,19;0,04;0,09;0,087228
20121003;0,36;-0,68;-0,02;-0,35;0,37;1,2;0,362442
20121004;0,76;-0,06;0,77;-0,14;0,21;-0,3;0,717441
20121005;-0,03;-0,19;0,22;-0,1;0,61;0,18;-0,03216
20121008;-0,36;-0,19;0,22;0;0,12;-0,44;-0,34567
20121009;-1,05;-0,26;0,34;0,09;0,06;-0,41;-0,98909
20121010;-0,58;0,37;0,26;-0,34;0,24;0,51;-0,61881
20121011;0,11;0,42;0,68;-0,17;0,07;-0,84;0,019545
20121012;-0,34;-0,41;-0,9;0,54;-0,2;0,1;-0,29661
20121015;0,79;-0,18;0,16;-0,2;0,24;0,19;0,807789
20121016;1;-0,25;-0,24;0,24;-0,63;-0,27;1,026991
20121017;0,49;0,25;1,13;-0,65;0,36;0,18;0,411706
20121018;-0,31;-0,49;0,27;-0,08;0,4;-0,28;-0,24437
20121019;-1,68;-0,34;0,47;-0,13;0,43;0,27;-1,65713
20121022;0,01;-0,07;0,17;0,11;-0,16;0,09;0,043958
20121023;-1,29;0,91;-0,51;-0,05;-0,01;-0,25;-1,44439
20121024;-0,28;-0,18;0,43;-0,37;0,13;0,97;-0,30854
20121025;0,27;0,2;-0,08;0,09;-0,1;-0,61;0,299556
20121026;-0,07;-0,18;-0,4;0,36;-0,21;0;-0,0729
20121031;0,14;0,59;0,38;0,01;0,14;-0,16;0,015581
20121101;1,19;0,2;0,21;0,28;0,03;-0,83;1,092652
20121102;-1,04;-0,5;0,25;0,26;0,47;0,02;-0,93794
20121105;0,28;0,35;-0,23;-0,06;-0,25;-0,12;0,216377
20121106;0,8;0,03;0,56;0,24;0,17;-0,46;0,785318
20121107;-2,31;-0,23;-1,46;0,21;0,05;0,57;-2,3705
20121108;-1,24;-0,26;0,41;-0,32;0,4;0,07;-1,22048
20121109;0,15;0,01;-0,14;0,09;-0,06;0,29;0,169872
20121112;0;-0,18;0,05;0,05;-0,03;0;0,013045
20121113;-0,4;-0,23;-0,3;0,06;0,26;0,59;-0,39854
20121114;-1,4;-0,39;-0,24;0,14;-0,27;-0,53;-1,3852
20121115;-0,24;-0,33;0,17;0,08;0,1;-0,53;-0,15935
20121116;0,58;0,06;0,03;-0,4;0,25;0,84;0,483991
20121119;1,98;0,27;0;0,48;-0,19;0,19;1,986205
20121120;0,11;-0,05;0,14;-0,3;0,16;0,84;-0,06634
20121121;0,31;0,35;-0,06;0,01;0,09;-0,2;0,23202
20121123;1,28;-0,15;0,07;0,14;-0,04;-0,22;1,302632
20121126;-0,14;0,49;-0,17;-0,08;-0,3;0,11;-0,20296
20121127;-0,43;0,4;-0,21;0;0,04;-0,26;-0,52265
20121128;0,83;0;-0,27;0,24;-0,14;-0,27;0,785595
20121129;0,54;0,69;-0,03;-0,22;-0,19;0,05;0,426972
20121130;0,02;-0,15;0,27;-0,19;0,32;0,06;0,016244
20121203;-0,46;0,28;0,22;-0,01;0,02;0,07;-0,47552
20121204;-0,16;0,34;-0,06;-0,03;0,06;-0,52;-0,17199
20121205;0,17;-0,57;0,99;-0,56;0,64;-0,9;0,157488
20121206;0,31;-0,19;-0,15;0,16;-0,18;-0,05;0,329665
20121207;0,27;-0,34;0,34;-0,09;0,42;-0,29;0,291092
20121210;0,11;0,43;0,02;-0,16;-0,01;-0,36;0,032849
20121211;0,68;0,41;-0,06;-0,3;-0,27;-0,27;0,653894
20121212;-0,02;-0,63;0,54;-0,3;0,17;-0,19;0,043823
20121213;-0,57;0,05;0,06;0,05;0,21;-0,21;-0,63314
20121214;-0,34;0,33;0,26;-0,2;0,35;-0,45;-0,41454
20121217;1,16;0;0,59;-0,36;0,06;0,75;1,186057
20121218;1,2;0,4;0,07;0,14;-0,6;-0,42;1,147662
20121219;-0,6;0,61;0,24;-0,02;-0,25;-0,08;-0,75992
20121220;0,53;-0,14;0,72;-0,43;0,24;0,22;0,547819
20121221;-0,88;0,41;-0,34;0,2;-0,13;-0,25;-0,93887
20121224;-0,24;-0,22;0;-0,1;0,16;0,39;-0,24503
20121226;-0,54;-0,11;0,34;-0,15;0,15;-0,41;-0,47974
20121227;-0,11;-0,03;-0,17;0,17;-0,03;0,28;-0,12285
20121228;-1;0,46;0,01;-0,11;0,13;0,33;-1,106
20121231;1,71;0,4;-0,07;0,15;-0,28;0,24;1,693202
20130102;2,62;0,13;0,35;-0,62;-0,04;0,21;2,540335
20130103;-0,14;0,14;0,05;0,17;0,22;-0,44;0,208558
20130104;0,55;0,19;0,43;-0,38;0,27;-0,36;0,486511
20130107;-0,31;-0,08;-0,36;-0,1;-0,12;0,15;-0,31231
20130108;-0,27;0,03;-0,06;-0,16;0,09;0,86;-0,32424
20130109;0,34;0,24;-0,41;-0,02;-0,15;0,08;0,265587
20130110;0,66;-0,59;0,51;-0,18;0,04;-0,2;0,759743
20130111;0,02;0,04;-0,45;0,26;-0,21;-0,18;-0,004755
20130114;-0,06;0,03;-0,09;-0,09;0,37;-0,27;-0,09307
20130115;0,19;0,28;0,01;-0,08;0,07;-0,33;0,112873
20130116;-0,04;-0,23;0,23;-0,02;-0,03;0,19;0,019697
20130117;0,61;0,39;-0,09;0,19;-0,01;-0,2;0,564297
20130118;0,29;0,03;-0,11;0,17;0,27;0,04;0,340324
20130122;0,48;0,22;0,46;-0,18;0,11;-0,21;0,442805
20130123;0,1;-0,34;-0,12;-0,15;-0,15;0,48;0,150748
20130124;0,09;0,34;0,05;0,08;0,53;-0,82;0,00066898
20130125;0,59;-0,04;-0,28;0;-0,16;-0,16;0,544547
20130128;-0,14;0,35;0,12;-0,04;-0,04;-0,32;-0,18497
20130129;0,36;-0,44;0,36;-0,1;0,3;0,1;0,510605
20130130;-0,38;-0,89;0,12;-0,1;-0,01;0,14;-0,38996
20130131;-0,08;0,72;0,19;-0,25;0,1;-0,36;-0,25633
20130201;0,99;0,08;0,26;-0,26;-0,06;0,35;1,005267
20130204;-1,19;-0,1;-0,16;-0,02;0,02;-0,01;-1,15387
20130205;1,07;-0,05;0,18;0;-0,1;0,12;1,041646
20130206;0,15;0,3;0,13;-0,16;0,04;-0,31;0,05492
20130207;-0,15;-0,08;0,02;0,18;-0,04;-0,15;-0,18054
20130208;0,58;0,03;-0,21;0,12;-0,45;-0,16;0,565791
20130211;-0,08;-0,03;0,39;-0,18;0,28;-0,02;-0,06061
20130212;0,16;0,26;0,71;-0,54;0,45;-0,02;0,159524
20130213;0,14;0,08;-0,01;-0,01;-0,04;0,17;0,059233
20130214;0,11;0,32;0,12;-0,3;-0,21;-0,07;0,069064
20130215;-0,11;0,01;-0,09;-0,05;0,13;0,46;-0,10451
20130219;0,74;0,25;0,18;-0,08;0,35;-0,02;0,733654
20130220;-1,36;-0,61;-0,64;0,25;0,11;0,05;-1,24041
20130221;-0,66;-0,31;-0,06;0,06;0,26;-0,08;-0,63031
20130222;0,94;0,17;-0,06;-0,1;-0,14;0,22;0,877251
20130225;-1,82;-0,26;-0,72;0,59;-0,39;-0,12;-1,83096
20130226;0,58;-0,19;0,02;0;0,22;0,4;0,610949
20130227;1,29;-0,32;0,16;-0,2;0,03;0,51;1,272596
20130228;-0,05;0,11;-0,16;0,04;0;0,3;-0,08641
20130301;0,22;0,11;-0,33;-0,11;0;0,98;0,232392
20130304;0,47;-0,4;0,1;-0,39;0,44;1,24;0,461072
20130305;1;0,19;-0,17;0,04;0;0,11;0,956596
20130306;0,18;0,14;0,48;-0,27;0,13;-0,24;0,108456
20130307;0,27;0,22;0,42;-0,17;-0,02;-0,38;0,181646
